human_symbol	mouse_symbol
ZNF568	Zfp619
ZNF568	Zfp974
ZNF568	Zfp433
ZNF568	Zfp946
ZNF568	Zfp184
ZNF568	Zfp820
ZNF568	Zfp998
ZNF568	Zfp934
ZNF568	5430403G16Rik
ZNF568	4930522L14Rik
ZNF568	Zfp712
ZNF568	AW146154
ZNF568	Zfp729b
ZNF568	Zfp709
ZNF569	Zfp74
ZNF569	Zfp936
ZNF569	Zfp994
ZNF569	Gm8935
ZNF569	Gm4767
ZNF569	Zfp937
ZNF569	Zfp977
ZNF569	Zfp947
ZNF569	Zfp975
ZNF569	Gm14403
ZNF569	Gm14406
ZNF569	Zfp986
ZNF569	Gm14399
ZNF569	Zfp534
ZNF569	Zfp616
ZNF569	Zfp268
ZNF569	Zfp989
ZNF569	Zfp984
ZNF569	Zfp988
ZNF569	Zfp985
ZNF569	Zfp442
ZNF569	Gm14124
ZNF569	Zfp990
ZNF569	Zfp345
ZNF569	Gm14412
ZNF569	Zfp970
ZNF569	Gm14443
ZNF569	Gm14444
ZNF569	Zfp992
ZNF569	Zfp981
ZNF569	Zfp991
ZNF569	Gm14419
ZNF569	Gm14434
ZNF569	Zfp987
ZNF569	Gm14325
ZNF569	Zfp808
ZNF569	Zfp600
ZNF569	Gm14410
ZNF569	Zfp966
ZNF569	Gm14326
ZNF569	Gm14391
ZNF569	Gm15446
ZNF569	Gm14295
ZNF569	Gm14305
ZNF569	Zfp967
ZNF569	Zfp980
ZNF569	Gm11007
ZNF569	Gm5141
ZNF569	Gm6710
ZNF569	Gm2004
ZNF569	Gm2007
ZNF569	Gm2026
ZNF569	Gm3604
ZNF569	Zfp969
ZNF569	Gm4631
ZNF569	Zfp968
ZNF569	Gm4724
ZNF569	Gm14308
ZNF569	Gm10778
ZNF569	Gm14139
ZNF569	Gm20939
ZNF569	Gm28557
ZNF569	Gm29106
ZNF569	Zfp11
ZNF569	Zfp12
ZNF569	Zfp26
ZNF569	Zfp27
ZNF569	Zfp28
ZNF569	Zfp35
ZNF569	Zfp40
ZNF569	Zfp51
ZNF569	Zfp52
ZNF569	Zfp53
ZNF569	Zfp54
ZNF569	Zfp59
ZNF569	Zfp60
ZNF569	Zfp62
ZNF569	Zfp97
ZNF569	Zfp87
ZNF569	Zfp160
ZNF569	Zfp267
ZNF569	Zfp971
ZNF569	Rex2
ZNF569	Zfp606
ZNF569	Zfp788
ZNF569	Zfp560
ZNF569	Zfp748
ZNF569	Zfp932
ZNF569	Zfp715
ZNF569	Zfp995
ZNF569	Zfp619
ZNF569	Zfp626
ZNF569	Zfp983
ZNF569	Zfp942
ZNF569	Zfp974
ZNF569	Zfp433
ZNF569	Zfp946
ZNF569	Zfp943
ZNF569	Zfp184
ZNF569	2610021A01Rik
ZNF569	Zfp820
ZNF569	Zfp933
ZNF569	Zfp735
ZNF569	Zfp998
ZNF569	Zfp934
ZNF569	5430403G16Rik
ZNF569	4930522L14Rik
ZNF569	Zfp712
ZNF569	Rbak
ZNF569	AW146154
ZNF569	Zfp729b
ZNF569	Zfp607b
ZNF569	Zfp979
ZNF569	Zfp709
ZNF569	Zfp758
ZNF569	Zfp958
ZNF569	Zfp944
ZNF569	Zfp420
ZNF569	Zfp719
ZNF569	Zfp780b
ZNF569	Zfp605
ZNF569	Zfp945
ZNF569	Zfp759
ZNF569	Zfp658
ZNF569	Zfp950
ZNF569	Zfp457
ZNF569	Zfp760
ZNF569	Zfp229
ZNF569	Zfp583
ZNF569	Zfp729a
ZNF569	Zfp976
ZNF569	Zfp273
ZNF569	Zfp850
ZNF569	Zfp708
ZNF569	Zfp948
ZNF569	Zfp873
ZNF569	Zfp458
ZNF569	Zfp738
ZNF569	Zfp595
ZNF569	Zfp960
ZNF569	Zfp677
ZNF569	Zfp607a
ZNF569	B020011L13Rik
ZNF569	Zfp997
ZNF57	Zfp973
ZNF57	Zfp938
ZNF57	Gm10770
ZNF57	Zfp936
ZNF57	Gm6871
ZNF57	Gm4767
ZNF57	Zfp937
ZNF57	Zfp977
ZNF57	Zfp964
ZNF57	Zfp975
ZNF57	Gm14409
ZNF57	Gm14403
ZNF57	Gm14406
ZNF57	Gm14401
ZNF57	Gm14322
ZNF57	Zfp345
ZNF57	Gm14412
ZNF57	Zfp970
ZNF57	Gm14444
ZNF57	Gm14418
ZNF57	Gm14419
ZNF57	Gm14434
ZNF57	Gm14325
ZNF57	Gm14410
ZNF57	Zfp966
ZNF57	Gm14326
ZNF57	Gm14391
ZNF57	Gm15446
ZNF57	Gm14305
ZNF57	Zfp967
ZNF57	Gm11007
ZNF57	Gm5141
ZNF57	Gm6710
ZNF57	Zfp965
ZNF57	Gm2004
ZNF57	Gm2007
ZNF57	Gm2026
ZNF57	Gm2381
ZNF57	Gm3604
ZNF57	Zfp969
ZNF57	Gm4631
ZNF57	Zfp968
ZNF57	Gm4724
ZNF57	Gm14308
ZNF57	Gm10778
ZNF57	Gm14139
ZNF57	Zfp963
ZNF57	Gm17067
ZNF57	Gm20422
ZNF57	Gm21994
ZNF57	Zfp97
ZNF57	Zfp971
ZNF57	Zfp120
ZNF57	Zfp119a
ZNF57	Zfp932
ZNF57	5730507C01Rik
ZNF57	Zfp935
ZNF57	2010315B03Rik
ZNF57	Zfp933
ZNF57	Zfp934
ZNF57	AI987944
ZNF57	AW146154
ZNF57	AU041133
ZNF57	Zfp959
ZNF57	Zfp958
ZNF57	Zfp825
ZNF57	Zfp119b
ZNF57	Zfp931
ZNF57	Zfp951
ZNF57	Zfp799
ZNF57	Zfp930
ZNF57	Zfp811
ZNF57	Zfp617
ZNF57	Zfp960
ZNF570	Zfp583
ZNF570	Zfp658
ZNF570	Zfp950
ZNF570	Zfp457
ZNF570	Zfp729a
ZNF570	Zfp976
ZNF570	Zfp273
ZNF570	Zfp708
ZNF570	Zfp873
ZNF570	Zfp458
ZNF570	Zfp738
ZNF570	Zfp595
ZNF570	Zfp960
ZNF570	Zfp997
ZNF570	Zfp994
ZNF570	Zfp937
ZNF570	Zfp975
ZNF570	Gm14403
ZNF570	Gm14406
ZNF570	Gm14399
ZNF570	Zfp534
ZNF570	Zfp616
ZNF570	Zfp268
ZNF570	Zfp989
ZNF570	Zfp442
ZNF570	Gm14124
ZNF570	Zfp345
ZNF570	Gm14412
ZNF570	Zfp970
ZNF570	Gm14443
ZNF570	Gm14444
ZNF570	Gm14419
ZNF570	Gm14434
ZNF570	Zfp987
ZNF570	Gm14325
ZNF570	Zfp808
ZNF570	Zfp600
ZNF570	Gm14410
ZNF570	Zfp966
ZNF570	Gm14326
ZNF570	Gm14391
ZNF570	Gm15446
ZNF570	Gm14295
ZNF570	Gm14305
ZNF570	Zfp967
ZNF570	Gm11007
ZNF570	Gm5141
ZNF570	Gm6710
ZNF570	Gm2004
ZNF570	Gm2007
ZNF570	Gm2026
ZNF570	Gm3604
ZNF570	Zfp969
ZNF570	Gm4631
ZNF570	Zfp968
ZNF570	Gm4724
ZNF570	Gm14308
ZNF570	Gm14139
ZNF570	Gm20939
ZNF570	Gm28557
ZNF570	Gm29106
ZNF570	Zfp11
ZNF570	Zfp26
ZNF570	Zfp27
ZNF570	Zfp28
ZNF570	Zfp39
ZNF570	Zfp51
ZNF570	Zfp62
ZNF570	Zfp97
ZNF570	Zfp87
ZNF570	Zfp74
ZNF570	Zfp160
ZNF570	Zfp971
ZNF570	Zfp788
ZNF570	Zfp748
ZNF570	Zfp932
ZNF570	Zfp619
ZNF570	Zfp974
ZNF570	Zfp433
ZNF570	Zfp184
ZNF570	Zfp998
ZNF570	5430403G16Rik
ZNF570	4930522L14Rik
ZNF570	Zfp712
ZNF570	Zfp729b
ZNF570	Zfp709
ZNF570	Zfp420
ZNF570	Zfp418
ZNF570	Zfp780b
ZNF570	Zfp759
ZNF571	Zfp998
ZNF571	Zfp934
ZNF571	5430403G16Rik
ZNF571	4930522L14Rik
ZNF571	Zfp712
ZNF571	AW146154
ZNF571	Zfp729b
ZNF571	Zfp607b
ZNF571	Zfp979
ZNF571	Zfp709
ZNF571	Zfp758
ZNF571	Zfp958
ZNF571	Zfp420
ZNF571	Zfp719
ZNF571	Zfp780b
ZNF571	Zfp945
ZNF571	Zfp759
ZNF571	Zfp658
ZNF571	Zfp950
ZNF571	Zfp457
ZNF571	Zfp760
ZNF571	Zfp229
ZNF571	Zfp729a
ZNF571	Zfp976
ZNF571	Zfp273
ZNF571	Zfp850
ZNF571	Zfp708
ZNF571	Zfp948
ZNF571	Zfp873
ZNF571	Zfp458
ZNF571	Zfp738
ZNF571	Zfp595
ZNF571	Zfp960
ZNF571	Zfp677
ZNF571	Zfp607a
ZNF571	B020011L13Rik
ZNF571	Zfp997
ZNF571	Zfp994
ZNF571	Gm8935
ZNF571	Gm4767
ZNF571	Zfp937
ZNF571	Zfp975
ZNF571	Gm14403
ZNF571	Gm14406
ZNF571	Zfp986
ZNF571	Gm14399
ZNF571	Zfp534
ZNF571	Zfp616
ZNF571	Zfp268
ZNF571	Zfp989
ZNF571	Zfp984
ZNF571	Zfp988
ZNF571	Zfp985
ZNF571	Zfp442
ZNF571	Gm14124
ZNF571	Zfp990
ZNF571	Zfp345
ZNF571	Gm14412
ZNF571	Zfp970
ZNF571	Gm14443
ZNF571	Gm14444
ZNF571	Zfp992
ZNF571	Zfp981
ZNF571	Zfp991
ZNF571	Gm14419
ZNF571	Gm14434
ZNF571	Zfp987
ZNF571	Gm14325
ZNF571	Zfp808
ZNF571	Zfp600
ZNF571	Gm14410
ZNF571	Zfp966
ZNF571	Gm14326
ZNF571	Gm14391
ZNF571	Gm15446
ZNF571	Gm14295
ZNF571	Gm14305
ZNF571	Zfp967
ZNF571	Zfp980
ZNF571	Gm11007
ZNF571	Gm5141
ZNF571	Gm6710
ZNF571	Gm2004
ZNF571	Gm2007
ZNF571	Gm2026
ZNF571	Gm3604
ZNF571	Zfp969
ZNF571	Gm4631
ZNF571	Zfp968
ZNF571	Gm4724
ZNF571	Gm14308
ZNF571	Gm10778
ZNF571	Gm14139
ZNF571	Gm20939
ZNF571	Gm28557
ZNF571	Gm29106
ZNF571	Zfp11
ZNF571	Zfp26
ZNF571	Zfp27
ZNF571	Zfp35
ZNF571	Zfp40
ZNF571	Zfp51
ZNF571	Zfp52
ZNF571	Zfp53
ZNF571	Zfp54
ZNF571	Zfp59
ZNF571	Zfp60
ZNF571	Zfp62
ZNF571	Zfp97
ZNF571	Zfp87
ZNF571	Zfp74
ZNF571	Zfp160
ZNF571	Zfp971
ZNF571	Rex2
ZNF571	Zfp788
ZNF571	Zfp560
ZNF571	Zfp748
ZNF571	Zfp932
ZNF571	Zfp715
ZNF571	Zfp619
ZNF571	Zfp626
ZNF571	Zfp983
ZNF571	Zfp974
ZNF571	Zfp433
ZNF571	Zfp946
ZNF571	Zfp184
ZNF571	2610021A01Rik
ZNF571	Zfp820
ZNF571	Zfp933
ZNF571	Zfp735
ZNF573	Zfp735
ZNF573	Zfp943
ZNF573	Zfp184
ZNF573	2610021A01Rik
ZNF573	Zfp820
ZNF573	Zfp933
ZNF573	Zfp998
ZNF573	Zfp934
ZNF573	5430403G16Rik
ZNF573	4930522L14Rik
ZNF573	Zfp712
ZNF573	AW146154
ZNF573	Zfp729b
ZNF573	Zfp607b
ZNF573	Zfp979
ZNF573	Zfp709
ZNF573	Zfp758
ZNF573	Zfp958
ZNF573	Zfp944
ZNF573	Zfp420
ZNF573	Zfp719
ZNF573	Zfp780b
ZNF573	Zfp945
ZNF573	Zfp759
ZNF573	Zfp658
ZNF573	Zfp950
ZNF573	Zfp457
ZNF573	Zfp760
ZNF573	Zfp229
ZNF573	Zfp729a
ZNF573	Zfp976
ZNF573	Zfp273
ZNF573	Zfp850
ZNF573	Zfp941
ZNF573	Zfp708
ZNF573	Zfp948
ZNF573	Zfp873
ZNF573	Zfp458
ZNF573	Zfp738
ZNF573	Zfp595
ZNF573	Zfp960
ZNF573	Zfp677
ZNF573	Zfp607a
ZNF573	B020011L13Rik
ZNF573	Zfp997
ZNF573	Zfp994
ZNF573	Gm8935
ZNF573	Gm4767
ZNF573	Zfp937
ZNF573	Zfp947
ZNF573	Zfp975
ZNF573	Gm14403
ZNF573	Gm14406
ZNF573	Zfp986
ZNF573	Gm14399
ZNF573	Zfp534
ZNF573	Zfp616
ZNF573	Zfp268
ZNF573	Zfp989
ZNF573	Zfp984
ZNF573	Zfp988
ZNF573	Zfp985
ZNF573	Zfp442
ZNF573	Gm14124
ZNF573	Zfp990
ZNF573	Zfp345
ZNF573	Gm14412
ZNF573	Zfp970
ZNF573	Gm14443
ZNF573	Gm14444
ZNF573	Zfp992
ZNF573	Zfp981
ZNF573	Zfp991
ZNF573	Gm14419
ZNF573	Gm14434
ZNF573	Zfp987
ZNF573	Gm14325
ZNF573	Zfp808
ZNF573	Zfp600
ZNF573	Gm14410
ZNF573	Zfp966
ZNF573	Gm14326
ZNF573	Gm14391
ZNF573	Gm15446
ZNF573	Gm14295
ZNF573	Gm14305
ZNF573	Zfp967
ZNF573	Zfp980
ZNF573	Gm11007
ZNF573	Gm5141
ZNF573	Gm6710
ZNF573	Gm2004
ZNF573	Gm2007
ZNF573	Gm2026
ZNF573	Gm3604
ZNF573	Zfp969
ZNF573	Gm4631
ZNF573	Zfp97
ZNF573	Zfp87
ZNF573	Zfp968
ZNF573	Zfp74
ZNF573	Gm4724
ZNF573	Gm14308
ZNF573	Gm10778
ZNF573	Zfp160
ZNF573	Gm14139
ZNF573	Gm20939
ZNF573	Gm28557
ZNF573	Zfp971
ZNF573	Gm29106
ZNF573	Zfp11
ZNF573	Zfp26
ZNF573	Zfp27
ZNF573	Zfp35
ZNF573	Zfp40
ZNF573	Zfp51
ZNF573	Zfp52
ZNF573	Zfp53
ZNF573	Zfp54
ZNF573	Zfp59
ZNF573	Rex2
ZNF573	Zfp788
ZNF573	Zfp60
ZNF573	Zfp62
ZNF573	Zfp560
ZNF573	Zfp748
ZNF573	Zfp932
ZNF573	Zfp715
ZNF573	Zfp995
ZNF573	Zfp619
ZNF573	Zfp626
ZNF573	Zfp983
ZNF573	Zfp942
ZNF573	Zfp974
ZNF573	Zfp433
ZNF573	Zfp946
ZNF574	Zfp574
ZNF574	Zfp526
ZNF575	Zfp575
ZNF577	Zfp386
ZNF577	Zfp599
ZNF578	Zfp160
ZNF578	Zfp873
ZNF578	Zfp619
ZNF578	Zfp712
ZNF578	Zfp53
ZNF578	Zfp729b
ZNF578	Zfp54
ZNF578	Zfp420
ZNF578	Zfp457
ZNF578	Zfp729a
ZNF578	Zfp738
ZNF578	Zfp677
ZNF578	B020011L13Rik
ZNF578	Zfp997
ZNF578	Gm14124
ZNF578	Zfp970
ZNF578	Gm14443
ZNF578	Gm14444
ZNF578	Zfp781
ZNF578	Zfp992
ZNF578	Zfp981
ZNF578	Zfp991
ZNF578	Gm14419
ZNF578	Gm14434
ZNF578	Zfp987
ZNF578	Gm14325
ZNF578	Zfp808
ZNF578	Zfp600
ZNF578	Gm14410
ZNF578	Zfp966
ZNF578	Gm14326
ZNF578	Gm14391
ZNF578	Gm15446
ZNF578	Gm14295
ZNF578	Gm14305
ZNF578	Zfp967
ZNF578	Zfp980
ZNF578	Gm11007
ZNF578	Zfp97
ZNF578	Gm5141
ZNF578	Zfp87
ZNF578	Zfp74
ZNF578	Gm6710
ZNF578	Gm2004
ZNF578	Zfp971
ZNF578	Rex2
ZNF578	Zfp82
ZNF578	Gm2007
ZNF578	Zfp788
ZNF578	Zfp560
ZNF578	Gm2026
ZNF578	Zfp748
ZNF578	Zfp932
ZNF578	Gm3604
ZNF578	Zfp715
ZNF578	Zfp969
ZNF578	Zfp626
ZNF578	Zfp983
ZNF578	Gm4631
ZNF578	Zfp974
ZNF578	Zfp968
ZNF578	Zfp433
ZNF578	Gm4724
ZNF578	Zfp946
ZNF578	Gm14308
ZNF578	Zfp184
ZNF578	Gm14139
ZNF578	2610021A01Rik
ZNF578	Gm20939
ZNF578	Zfp820
ZNF578	Gm28557
ZNF578	Zfp790
ZNF578	Gm29106
ZNF578	Zfp735
ZNF578	Zfp11
ZNF578	Zfp998
ZNF578	Zfp26
ZNF578	Zfp934
ZNF578	5430403G16Rik
ZNF578	Zfp27
ZNF578	4930522L14Rik
ZNF578	Zfp40
ZNF578	Zfp51
ZNF578	Zfp52
ZNF578	AW146154
ZNF578	Zfp607b
ZNF578	Zfp979
ZNF578	Zfp59
ZNF578	Zfp709
ZNF578	Zfp60
ZNF578	Zfp758
ZNF578	Zfp62
ZNF578	Zfp719
ZNF578	Zfp780b
ZNF578	Zfp945
ZNF578	Zfp759
ZNF578	Zfp658
ZNF578	Zfp950
ZNF578	BC024063
ZNF578	Zfp760
ZNF578	Zfp229
ZNF578	Zfp976
ZNF578	Zfp273
ZNF578	Zfp850
ZNF578	Zfp708
ZNF578	Zfp948
ZNF578	Zfp458
ZNF578	Zfp595
ZNF578	Zfp960
ZNF578	Zfp607a
ZNF578	Zfp994
ZNF578	Gm8935
ZNF578	Zfp937
ZNF578	Zfp975
ZNF578	Gm14403
ZNF578	Gm14406
ZNF578	Zfp986
ZNF578	Gm14399
ZNF578	Zfp534
ZNF578	Zfp616
ZNF578	Zfp268
ZNF578	Zfp989
ZNF578	Zfp984
ZNF578	Zfp988
ZNF578	Zfp985
ZNF578	Zfp442
ZNF578	Zfp990
ZNF578	Zfp345
ZNF578	Gm14412
ZNF579	Zfp579
ZNF580	Zfp580
ZNF581	Zfp580
ZNF582	Gm3854
ZNF582	Zfp790
ZNF583	Zfp583
ZNF583	Zfp97
ZNF583	Zfp87
ZNF583	Zfp74
ZNF583	Zfp160
ZNF583	Zfp971
ZNF583	Zfp788
ZNF583	Zfp748
ZNF583	Zfp932
ZNF583	Zfp619
ZNF583	Zfp974
ZNF583	Zfp433
ZNF583	Zfp184
ZNF583	Zfp998
ZNF583	5430403G16Rik
ZNF583	4930522L14Rik
ZNF583	Zfp712
ZNF583	Zfp729b
ZNF583	Zfp709
ZNF583	Zfp420
ZNF583	Zfp780b
ZNF583	Zfp759
ZNF583	Zfp658
ZNF583	Zfp950
ZNF583	Zfp457
ZNF583	Zfp729a
ZNF583	Zfp976
ZNF583	Zfp273
ZNF583	Zfp708
ZNF583	Zfp873
ZNF583	Zfp458
ZNF583	Zfp738
ZNF583	Zfp595
ZNF583	Zfp960
ZNF583	Zfp677
ZNF583	Zfp997
ZNF583	Zfp994
ZNF583	Zfp937
ZNF583	Zfp975
ZNF583	Gm14403
ZNF583	Gm14406
ZNF583	Gm14399
ZNF583	Zfp534
ZNF583	Zfp616
ZNF583	Zfp268
ZNF583	Zfp989
ZNF583	Zfp442
ZNF583	Gm14124
ZNF583	Zfp345
ZNF583	Gm14412
ZNF583	Zfp970
ZNF583	Gm14443
ZNF583	Gm14444
ZNF583	Gm14419
ZNF583	Gm14434
ZNF583	Zfp987
ZNF583	Gm14325
ZNF583	Zfp808
ZNF583	Zfp600
ZNF583	Gm14410
ZNF583	Zfp966
ZNF583	Gm14326
ZNF583	Gm14391
ZNF583	Gm15446
ZNF583	Gm14295
ZNF583	Gm14305
ZNF583	Zfp967
ZNF583	Gm11007
ZNF583	Gm5141
ZNF583	Gm6710
ZNF583	Gm2004
ZNF583	Gm2007
ZNF583	Gm2026
ZNF583	Gm3604
ZNF583	Zfp969
ZNF583	Gm4631
ZNF583	Zfp968
ZNF583	Gm4724
ZNF583	Gm14308
ZNF583	Gm14139
ZNF583	Gm20939
ZNF583	Gm28557
ZNF583	Gm29106
ZNF583	Zfp11
ZNF583	Zfp26
ZNF583	Zfp27
ZNF583	Zfp28
ZNF583	Zfp51
ZNF583	Zfp62
ZNF584	Zfy1
ZNF584	Zfy2
ZNF585A	Zfp27
ZNF585A	Zfp715
ZNF585A	Zfp658
ZNF585A	Gm14391
ZNF585A	Gm15446
ZNF585A	Zfp97
ZNF585A	Zfp93
ZNF585A	Zfp87
ZNF585A	Zfp74
ZNF585A	Zfp160
ZNF585A	Zfp267
ZNF585A	Zfp971
ZNF585A	Rex2
ZNF585A	Gm14295
ZNF585A	Zfp108
ZNF585A	Gm14305
ZNF585A	Zfp606
ZNF585A	Zfp967
ZNF585A	Zfp788
ZNF585A	Zfp980
ZNF585A	Gm11007
ZNF585A	Zfp560
ZNF585A	Gm5141
ZNF585A	Zfp748
ZNF585A	Gm6710
ZNF585A	Gm2004
ZNF585A	Zfp932
ZNF585A	Gm2007
ZNF585A	Gm2026
ZNF585A	Gm3604
ZNF585A	Zfp969
ZNF585A	Gm4631
ZNF585A	Zfp995
ZNF585A	Zfp968
ZNF585A	Zfp619
ZNF585A	Zfp626
ZNF585A	Gm4724
ZNF585A	Zfp983
ZNF585A	Zfp942
ZNF585A	Gm14308
ZNF585A	Zfp974
ZNF585A	Zfp433
ZNF585A	Zfp946
ZNF585A	Zfp943
ZNF585A	Gm10778
ZNF585A	Zfp184
ZNF585A	Gm14139
ZNF585A	2610021A01Rik
ZNF585A	Zfp820
ZNF585A	Zfp933
ZNF585A	Gm20939
ZNF585A	Zfp735
ZNF585A	Gm28557
ZNF585A	Zfp998
ZNF585A	Gm29106
ZNF585A	Zfp934
ZNF585A	Zfp11
ZNF585A	Zfp12
ZNF585A	5430403G16Rik
ZNF585A	Zfp26
ZNF585A	4930522L14Rik
ZNF585A	Zfp712
ZNF585A	Rbak
ZNF585A	Zfp109
ZNF585A	Zfp28
ZNF585A	Zfp111
ZNF585A	Zfp235
ZNF585A	AW146154
ZNF585A	Zfp35
ZNF585A	Zfp729b
ZNF585A	Zfp40
ZNF585A	Zfp607b
ZNF585A	Zfp51
ZNF585A	Zfp979
ZNF585A	Zfp52
ZNF585A	Zfp53
ZNF585A	Zfp54
ZNF585A	Zfp59
ZNF585A	Zfp60
ZNF585A	Zfp62
ZNF585A	Zfp709
ZNF585A	Zfp758
ZNF585A	Zfp958
ZNF585A	Zfp944
ZNF585A	Zfp420
ZNF585A	Zfp719
ZNF585A	Zfp780b
ZNF585A	Zfp605
ZNF585A	Zfp945
ZNF585A	Zfp759
ZNF585A	Zfp950
ZNF585A	Zfp457
ZNF585A	Zfp760
ZNF585A	Zfp229
ZNF585A	Zfp583
ZNF585A	Zfp729a
ZNF585A	Zfp976
ZNF585A	Zfp273
ZNF585A	Zfp850
ZNF585A	Zfp114
ZNF585A	Zfp708
ZNF585A	Zfp948
ZNF585A	Zfp873
ZNF585A	Zfp458
ZNF585A	Zfp738
ZNF585A	Zfp595
ZNF585A	Zfp960
ZNF585A	Zfp677
ZNF585A	Zfp607a
ZNF585A	B020011L13Rik
ZNF585A	Zfp997
ZNF585A	Zfp936
ZNF585A	Zfp994
ZNF585A	Gm8935
ZNF585A	Gm4767
ZNF585A	Zfp937
ZNF585A	Zfp977
ZNF585A	Zfp947
ZNF585A	Zfp975
ZNF585A	Gm14403
ZNF585A	Gm14406
ZNF585A	Zfp986
ZNF585A	Gm14399
ZNF585A	Zfp534
ZNF585A	Zfp616
ZNF585A	Zfp268
ZNF585A	Zfp989
ZNF585A	Zfp984
ZNF585A	Zfp988
ZNF585A	Zfp985
ZNF585A	Zfp442
ZNF585A	Gm14124
ZNF585A	Zfp990
ZNF585A	Zfp345
ZNF585A	Gm14412
ZNF585A	Zfp970
ZNF585A	Gm14443
ZNF585A	Gm14444
ZNF585A	Zfp992
ZNF585A	Zfp981
ZNF585A	Zfp991
ZNF585A	Gm14419
ZNF585A	Gm14434
ZNF585A	Zfp987
ZNF585A	Gm14325
ZNF585A	Zfp808
ZNF585A	Zfp600
ZNF585A	Gm14410
ZNF585A	Zfp966
ZNF585A	Gm14326
ZNF585B	Zfp27
ZNF585B	Zfp715
ZNF585B	Zfp658
ZNF585B	Zfp738
ZNF585B	Zfp26
ZNF585B	Zfp595
ZNF585B	Zfp960
ZNF585B	Zfp28
ZNF585B	Zfp677
ZNF585B	Zfp35
ZNF585B	Zfp607a
ZNF585B	Zfp40
ZNF585B	B020011L13Rik
ZNF585B	Zfp51
ZNF585B	Zfp997
ZNF585B	Zfp52
ZNF585B	Zfp936
ZNF585B	Zfp53
ZNF585B	Zfp97
ZNF585B	Zfp994
ZNF585B	Gm8935
ZNF585B	Zfp93
ZNF585B	Gm4767
ZNF585B	Zfp54
ZNF585B	Zfp59
ZNF585B	Zfp87
ZNF585B	Zfp937
ZNF585B	Zfp60
ZNF585B	Zfp74
ZNF585B	Zfp977
ZNF585B	Zfp62
ZNF585B	Zfp160
ZNF585B	Zfp947
ZNF585B	Zfp267
ZNF585B	Zfp975
ZNF585B	Zfp971
ZNF585B	Gm14403
ZNF585B	Rex2
ZNF585B	Gm14406
ZNF585B	Zfp986
ZNF585B	Zfp108
ZNF585B	Zfp606
ZNF585B	Gm14399
ZNF585B	Zfp788
ZNF585B	Zfp560
ZNF585B	Zfp748
ZNF585B	Zfp534
ZNF585B	Zfp932
ZNF585B	Zfp616
ZNF585B	Zfp995
ZNF585B	Zfp268
ZNF585B	Zfp619
ZNF585B	Zfp989
ZNF585B	Zfp626
ZNF585B	Zfp983
ZNF585B	Zfp984
ZNF585B	Zfp942
ZNF585B	Zfp974
ZNF585B	Zfp988
ZNF585B	Zfp433
ZNF585B	Zfp946
ZNF585B	Zfp985
ZNF585B	Zfp819
ZNF585B	Zfp943
ZNF585B	Zfp442
ZNF585B	Zfp184
ZNF585B	2610021A01Rik
ZNF585B	Gm14124
ZNF585B	Zfp820
ZNF585B	Zfp933
ZNF585B	Zfp990
ZNF585B	Zfp735
ZNF585B	Zfp345
ZNF585B	Zfp998
ZNF585B	Gm14412
ZNF585B	Zfp934
ZNF585B	5430403G16Rik
ZNF585B	4930522L14Rik
ZNF585B	Zfp712
ZNF585B	Zfp970
ZNF585B	Gm14443
ZNF585B	Gm14444
ZNF585B	Rbak
ZNF585B	Zfp992
ZNF585B	Zfp109
ZNF585B	Zfp981
ZNF585B	Zfp991
ZNF585B	Zfp111
ZNF585B	Gm14419
ZNF585B	Gm14434
ZNF585B	Zfp235
ZNF585B	Zfp987
ZNF585B	AW146154
ZNF585B	Gm14325
ZNF585B	Zfp808
ZNF585B	Zfp729b
ZNF585B	Zfp600
ZNF585B	Gm14410
ZNF585B	Zfp607b
ZNF585B	Zfp966
ZNF585B	Gm14326
ZNF585B	Zfp979
ZNF585B	Gm14391
ZNF585B	Zfp709
ZNF585B	Zfp758
ZNF585B	Gm15446
ZNF585B	Gm14295
ZNF585B	Zfp958
ZNF585B	Zfp944
ZNF585B	Gm14305
ZNF585B	Zfp967
ZNF585B	Zfp420
ZNF585B	Zfp980
ZNF585B	Gm11007
ZNF585B	Zfp719
ZNF585B	Gm5141
ZNF585B	Zfp780b
ZNF585B	Gm6710
ZNF585B	Gm2004
ZNF585B	Zfp605
ZNF585B	Gm2007
ZNF585B	Gm2026
ZNF585B	Zfp945
ZNF585B	Gm3604
ZNF585B	Zfp969
ZNF585B	Zfp759
ZNF585B	Gm4631
ZNF585B	Zfp950
ZNF585B	Zfp968
ZNF585B	Zfp457
ZNF585B	Gm4724
ZNF585B	Zfp760
ZNF585B	Gm14308
ZNF585B	Zfp229
ZNF585B	Zfp583
ZNF585B	Gm10778
ZNF585B	Zfp729a
ZNF585B	Gm14139
ZNF585B	Zfp976
ZNF585B	Zfp273
ZNF585B	Gm20939
ZNF585B	Zfp850
ZNF585B	Gm28557
ZNF585B	Zfp114
ZNF585B	Gm29106
ZNF585B	Zfp708
ZNF585B	Zfp948
ZNF585B	Zfp11
ZNF585B	Zfp873
ZNF585B	Zfp458
ZNF585B	Zfp12
ZNF586	Zfp772
ZNF586	Zfy1
ZNF586	Zfy2
ZNF587	Gm14325
ZNF587	Zfp808
ZNF587	Zfp600
ZNF587	Gm14410
ZNF587	Zfp966
ZNF587	Gm14326
ZNF587	Gm14391
ZNF587	Gm15446
